name,category,brend,type,power,test_down,test_up,length,sensi,rig,stroy,bonus_opit,bonus_snast,bonus_nav,bonus_zabros,stren,lvl,price_ser,price_gold,system_id,photo,source_url
Crimson Star BL 800,Поплавочные,Crimson,Болонка,,4,20,8,5,8,Быстрый,,Болонская +2,,,13,26,4789,,bolo_10072_BL800,/uploads/rods/bolo_10072_BL800.png,https://potryasovgame.ru/page113839636.html
Crimson Star BL 700,Поплавочные,Crimson,Болонка,,4,20,7,5,8,Быстрый,,Болонская +2,,,13,26,4596,,bolo_10072_BL700,/uploads/rods/bolo_10072_BL700.png,https://potryasovgame.ru/page113839636.html
Crimson Star BL 600,Поплавочные,Crimson,Болонка,,4,20,6,5,8,Быстрый,,Болонская +2,,,13,26,4469,,bolo_10072_BL600,/uploads/rods/bolo_10072_BL600.png,https://potryasovgame.ru/page113839636.html
Crimson Star BL 500,Поплавочные,Crimson,Болонка,,4,20,5,5,8,Быстрый,,Болонская +2,,,13,26,4262,,bolo_10072_BL500,/uploads/rods/bolo_10072_BL500.png,https://potryasovgame.ru/page113839636.html
Falcon BL 700,Поплавочные,Falcon,Болонка,,4,20,7,3,4,Средний,,,,,"20,7",22,4294,,bolo_10070_BL700,/uploads/rods/bolo_10070_BL700.png,https://potryasovgame.ru/page113839636.html
Falcon BL 600,Поплавочные,Falcon,Болонка,,4,20,6,3,4,Средний,,,,,"20,7",22,3851,,bolo_10070_BL600,/uploads/rods/bolo_10070_BL600.png,https://potryasovgame.ru/page113839636.html
Falcon BL 400,Поплавочные,Falcon,Болонка,,4,20,4,3,4,Средний,,,,,"20,7",22,3691,,bolo_10070_BL400,/uploads/rods/bolo_10070_BL400.png,https://potryasovgame.ru/page113839636.html
Spirit Bolognese 700,Поплавочные,Spirit,Болонка,,2,18,7,3,6,Средний,,,5%,,18,22,3827,,bolo_10170_700,/uploads/rods/bolo_10170_700.png,https://potryasovgame.ru/page113839636.html
Spirit Bolognese 600,Поплавочные,Spirit,Болонка,,2,18,6,3,6,Средний,,,5%,,18,22,3782,,bolo_10170_600,/uploads/rods/bolo_10170_600.png,https://potryasovgame.ru/page113839636.html
Spirit Bolognese 500,Поплавочные,Spirit,Болонка,,2,18,5,3,6,Средний,,,5%,,18,22,3679,,bolo_10170_500,/uploads/rods/bolo_10170_500.png,https://potryasovgame.ru/page113839636.html
Windmaster BL 800,Поплавочные,Windmaster,Болонка,L,3,15,8,7,8,Быстрый,50%,Болонская +1,,,"7,9",24,3194,,bolo_10071_BL800,/uploads/rods/bolo_10071_BL800.png,https://potryasovgame.ru/page113839636.html
Windmaster BL 700,Поплавочные,Windmaster,Болонка,L,3,15,7,7,8,Быстрый,50%,Болонская +1,,,"7,9",24,3006,,bolo_10071_BL700,/uploads/rods/bolo_10071_BL700.png,https://potryasovgame.ru/page113839636.html
Windmaster BL 500,Поплавочные,Windmaster,Болонка,L,3,15,5,7,8,Быстрый,50%,Болонская +1,,,"7,9",24,2899,,bolo_10071_BL500,/uploads/rods/bolo_10071_BL500.png,https://potryasovgame.ru/page113839636.html
Heritage BL 700,Поплавочные,Heritage,Болонка,,4,20,7,3,4,Средний,,Болонская +1,,,8,18,1960,,bolo_10069_BL700,/uploads/rods/bolo_10069_BL700.png,https://potryasovgame.ru/page113839636.html
Heritage BL 600,Поплавочные,Heritage,Болонка,,4,20,6,3,4,Средний,,Болонская +1,,,8,18,1864,,bolo_10069_BL600,/uploads/rods/bolo_10069_BL600.png,https://potryasovgame.ru/page113839636.html
Heritage BL 500,Поплавочные,Heritage,Болонка,,4,20,5,3,4,Средний,,Болонская +1,,,8,18,1799,,bolo_10069_BL500,/uploads/rods/bolo_10069_BL500.png,https://potryasovgame.ru/page113839636.html
Ethnic Bolognese 8,Поплавочные,Ethnic,Болонка,,4,30,8,5,7,Быстрый,,,,,14,20,2128,,bolo_10100_EB8,/uploads/rods/bolo_10100_EB8.png,https://potryasovgame.ru/page113839636.html
Ethnic Bolognese 6,Поплавочные,Ethnic,Болонка,,4,30,6,5,7,Быстрый,,,,,14,20,1919,,bolo_10100_EB6,/uploads/rods/bolo_10100_EB6.png,https://potryasovgame.ru/page113839636.html
Ethnic Bolognese 4,Поплавочные,Ethnic,Болонка,,4,30,4,5,7,Быстрый,,,,,14,20,1798,,bolo_10100_EB4,/uploads/rods/bolo_10100_EB4.png,https://potryasovgame.ru/page113839636.html
Model One Bolognese 700,Поплавочные,Model,Болонка,,4,25,7,3,5,Быстрый,,,,,"10,3",16,1460,,bolo_10024_700,/uploads/rods/bolo_10024_700.png,https://potryasovgame.ru/page113839636.html
Model One Bolognese 500,Поплавочные,Model,Болонка,,4,25,5,3,5,Быстрый,,,,,"10,3",16,1277,,bolo_10024_500,/uploads/rods/bolo_10024_500.png,https://potryasovgame.ru/page113839636.html
Mechta Bolognese 7,Поплавочные,Mechta,Болонка,,5,35,7,4,5,Быстрый,,,,,"10,5",14,1099,,bolo_10115_7,/uploads/rods/bolo_10115_7.png,https://potryasovgame.ru/page113839636.html
Mechta Bolognese 6,Поплавочные,Mechta,Болонка,,5,35,6,4,5,Быстрый,,,,,"10,5",14,1077,,bolo_10115_6,/uploads/rods/bolo_10115_6.png,https://potryasovgame.ru/page113839636.html
Mechta Bolognese 5,Поплавочные,Mechta,Болонка,,5,35,5,4,5,Быстрый,,,,,"10,5",14,980,,bolo_10115_5,/uploads/rods/bolo_10115_5.png,https://potryasovgame.ru/page113839636.html
Рязанка СК6,Поплавочные,Рязанка,Болонка,,4,30,6,2,4,Медленный,,,,,"9,1",8,995,,bolo_10167,/uploads/rods/bolo_10167.png,https://potryasovgame.ru/page113839636.html
Fortuna Bolognese 700,Поплавочные,Fortuna,Болонка,,3,20,7,5,6,Быстрый,,Болонская +1,,,"4,7",14,899,,bolo_10023_700,/uploads/rods/bolo_10023_700.png,https://potryasovgame.ru/page113839636.html
Fortuna Bolognese 600,Поплавочные,Fortuna,Болонка,,3,20,6,5,6,Быстрый,,Болонская +1,,,"4,7",14,859,,bolo_10023_600,/uploads/rods/bolo_10023_600.png,https://potryasovgame.ru/page113839636.html
Fortuna Bolognese 500,Поплавочные,Fortuna,Болонка,,3,20,5,5,6,Быстрый,,Болонская +1,,,"4,7",14,817,,bolo_10023_500,/uploads/rods/bolo_10023_500.png,https://potryasovgame.ru/page113839636.html
Genius Bolognese 600,Поплавочные,Genius,Болонка,ML,3,24,6,4,5,Быстрый,25%,,,,"4,9",12,685,,bolo_10022_LB600,/uploads/rods/bolo_10022_LB600.png,https://potryasovgame.ru/page113839636.html
Genius Bolognese 400,Поплавочные,Genius,Болонка,ML,3,24,4,4,5,Быстрый,25%,,,,"4,9",12,642,,bolo_10022_LB400,/uploads/rods/bolo_10022_LB400.png,https://potryasovgame.ru/page113839636.html
Linear Bolognese 700,Поплавочные,Linear,Болонка,,5,35,7,2,5,Быстрый,,,,,"8,1",10,511,,bolo_10021_LB700,/uploads/rods/bolo_10021_LB700.png,https://potryasovgame.ru/page113839636.html
Linear Bolognese 600,Поплавочные,Linear,Болонка,,5,35,6,2,5,Быстрый,,,,,"8,1",10,490,,bolo_10021_LB600,/uploads/rods/bolo_10021_LB600.png,https://potryasovgame.ru/page113839636.html
Linear Bolognese 500,Поплавочные,Linear,Болонка,,5,35,5,2,5,Быстрый,,,,,"8,1",10,477,,bolo_10021_LB500,/uploads/rods/bolo_10021_LB500.png,https://potryasovgame.ru/page113839636.html
Linear Bolognese 400,Поплавочные,Linear,Болонка,,5,35,4,2,5,Быстрый,,,,,"8,1",10,455,,bolo_10021_LB400,/uploads/rods/bolo_10021_LB400.png,https://potryasovgame.ru/page113839636.html
KingMaster Bolognese KB26,Поплавочные,KingMaster,Болонка,,5,40,8,4,6,Быстрый,,,,,"6,2",8,385,,bolo_10046_KB26,/uploads/rods/bolo_10046_KB26.png,https://potryasovgame.ru/page113839636.html
KingMaster Bolognese KB20,Поплавочные,KingMaster,Болонка,,5,40,6,4,6,Быстрый,,,,,"6,2",8,364,,bolo_10046_KB20,/uploads/rods/bolo_10046_KB20.png,https://potryasovgame.ru/page113839636.html
KingMaster Bolognese KB16,Поплавочные,KingMaster,Болонка,,5,40,5,4,6,Быстрый,,,,,"6,2",8,352,,bolo_10046_KB16,/uploads/rods/bolo_10046_KB16.png,https://potryasovgame.ru/page113839636.html
S-Eagle Bolognese SB25,Поплавочные,S-Eagle,Болонка,,3,35,"7,5",2,4,Средний,,,,,"6,2",6,199,,bolo_10045_SB25,/uploads/rods/bolo_10045_SB25.png,https://potryasovgame.ru/page113839636.html
S-Eagle Bolognese SB20,Поплавочные,S-Eagle,Болонка,,3,35,6,2,4,Средний,,,,,"6,2",6,184,,bolo_10045_SB20,/uploads/rods/bolo_10045_SB20.png,https://potryasovgame.ru/page113839636.html
S-Eagle Bolognese SB15,Поплавочные,S-Eagle,Болонка,,3,35,"4,5",2,4,Средний,,,,,"6,2",6,175,,bolo_10045_SB15,/uploads/rods/bolo_10045_SB15.png,https://potryasovgame.ru/page113839636.html
Siren Bolognese SB20,Поплавочные,Siren,Болонка,,4,40,6,1,3,Средний,,,,,"5,3",3,148,,bolo_10044_SB20,/uploads/rods/bolo_10044_SB20.png,https://potryasovgame.ru/page113839636.html
Siren Bolognese SB13,Поплавочные,Siren,Болонка,,4,40,4,1,3,Средний,,,,,"5,3",3,133,,bolo_10044_SB13,/uploads/rods/bolo_10044_SB13.png,https://potryasovgame.ru/page113839636.html
Sensiv Bolognese II SB23,Поплавочные,Sensiv,Болонка,,5,20,7,0,1,Медленный,,,,,"3,8",1,71,,bolo_10043n_SB23,/uploads/rods/bolo_10043n_SB23.png,https://potryasovgame.ru/page113839636.html
Sensiv Bolognese II SB16,Поплавочные,Sensiv,Болонка,,5,20,5,0,1,Медленный,,,,,"3,8",1,65,,bolo_10043n_SB16,/uploads/rods/bolo_10043n_SB16.png,https://potryasovgame.ru/page113839636.html
Sensiv Bolognese II SB13,Поплавочные,Sensiv,Болонка,,5,20,4,0,1,Медленный,,,,,"3,8",1,59,,bolo_10043n_SB13,/uploads/rods/bolo_10043n_SB13.png,https://potryasovgame.ru/page113839636.html
Monster Match 440,Поплавочные,Monster,Матч,,12,60,"4,4",3,6,Быстрый,,Матч и Волос. +3,,,65,32,15900,,match_10177_440,/uploads/rods/match_10177_440.png,https://potryasovgame.ru/page113839636.html
Monster Match 400,Поплавочные,Monster,Матч,,7,49,4,4,5,Быстрый,,Матч и Волос. +3,,,58,32,14065,,match_10177_400,/uploads/rods/match_10177_400.png,https://potryasovgame.ru/page113839636.html
Monster Match 360,Поплавочные,Monster,Матч,,6,42,"3,6",4,5,Быстрый,,Матч и Волос. +3,,,50,32,11568,,match_10177_360,/uploads/rods/match_10177_360.png,https://potryasovgame.ru/page113839636.html
Monster Match 320,Поплавочные,Monster,Матч,ML,"4,5",28,"3,2",4,5,Быстрый,25%,Матч и Волос. +3,,,"31,5",30,11197,,match_10177_320,/uploads/rods/match_10177_320.png,https://potryasovgame.ru/page113839636.html
Plasma Match 420,Поплавочные,Plasma,Матч,,8,56,"4,2",3,4,Средний,,Матч и Волос. +1,5%,,54,30,7994,,match_10176_420,/uploads/rods/match_10176_420.png,https://potryasovgame.ru/page113839636.html
Plasma Match 380,Поплавочные,Plasma,Матч,,5,45,"3,8",3,4,Средний,,Матч и Волос. +1,5%,,46,30,7684,,match_10176_380,/uploads/rods/match_10176_380.png,https://potryasovgame.ru/page113839636.html
Plasma Match 340,Поплавочные,Plasma,Матч,ML,4,28,"3,4",3,3,Средний,25%,Матч и Волос. +1,5%,,34,30,7326,,match_10176_340,/uploads/rods/match_10176_340.png,https://potryasovgame.ru/page113839636.html
Plasma Match 320,Поплавочные,Plasma,Матч,L,3,21,"3,2",3,3,Средний,50%,Матч и Волос. +1,5%,,22,28,7326,,match_10176_320,/uploads/rods/match_10176_320.png,https://potryasovgame.ru/page113839636.html
Shooting Match 450,Поплавочные,Shooting,Матч,,30,250,"4,5",2,5,Медленный,,,,10%,58,28,6601,,match_10175_450,/uploads/rods/match_10175_450.png,https://potryasovgame.ru/page113839636.html
Shooting Match 420,Поплавочные,Shooting,Матч,,5,50,"4,2",2,2,Медленный,,,,10%,52,28,6247,,match_10175_420,/uploads/rods/match_10175_420.png,https://potryasovgame.ru/page113839636.html
Raven Match 360,Поплавочные,Raven,Матч,,12,54,"3,6",3,4,Средний,,Удилище +2,5%,,40,28,5557,,match_10174_360,/uploads/rods/match_10174_360.png,https://potryasovgame.ru/page113839636.html
Raven Match 340,Поплавочные,Raven,Матч,,5,35,"3,4",3,3,Средний,,Удилище +2,5%,,36,28,5557,,match_10174_340,/uploads/rods/match_10174_340.png,https://potryasovgame.ru/page113839636.html
Raven Match 320,Поплавочные,Raven,Матч,L,2,8,"3,2",3,3,Средний,50%,Удилище +2,5%,,18,28,5440,,match_10174_320,/uploads/rods/match_10174_320.png,https://potryasovgame.ru/page113839636.html
Rebellion Match 450LC,Поплавочные,Rebellion,Матч,,8,42,"4,5",7,7,Средний,,Матч и Волос. +2,,10%,35,28,5987,,match_10078_450LC,/uploads/rods/match_10078_450LC.png,https://potryasovgame.ru/page113839636.html
Rebellion Match 420H,Поплавочные,Rebellion,Матч,,12,60,"4,2",3,6,Быстрый,,Матч и Волос. +2,5%,,41,28,5395,,match_10078_420H,/uploads/rods/match_10078_420H.png,https://potryasovgame.ru/page113839636.html
Rebellion Match 390H,Поплавочные,Rebellion,Матч,,12,60,"3,9",3,6,Быстрый,,Матч и Волос. +2,5%,,"41,2",28,5198,,match_10078_390H,/uploads/rods/match_10078_390H.png,https://potryasovgame.ru/page113839636.html
Falcon Match 390XH,Поплавочные,Falcon,Матч,,30,250,"3,9",2,7,Средний,,,,,"44,1",26,4597,,match_10076_390XH,/uploads/rods/match_10076_390XH.png,https://potryasovgame.ru/page113839636.html
Falcon Match 390,Поплавочные,Falcon,Матч,,10,55,"3,9",3,5,Быстрый,,,,,"42,6",26,4489,,match_10076_390,/uploads/rods/match_10076_390.png,https://potryasovgame.ru/page113839636.html
Falcon Match 360,Поплавочные,Falcon,Матч,,10,55,"3,6",3,5,Быстрый,,,,,"42,6",26,4263,,match_10076_360,/uploads/rods/match_10076_360.png,https://potryasovgame.ru/page113839636.html
Borray Match 450,Поплавочные,Borray,Матч,,7,49,"4,5",6,5,Быстрый,,Удилище +2,,,"23,9",26,3975,,match_10077_450,/uploads/rods/match_10077_450.png,https://potryasovgame.ru/page113839636.html
Borray Match 420,Поплавочные,Borray,Матч,,7,49,"4,2",5,5,Быстрый,,Удилище +2,,,"23,9",26,3692,,match_10077_420,/uploads/rods/match_10077_420.png,https://potryasovgame.ru/page113839636.html
Borray Match 390,Поплавочные,Borray,Матч,ML,4,21,"3,6",5,5,Быстрый,25%,Удилище +2,,,"14,2",26,3509,,match_10077_390,/uploads/rods/match_10077_390.png,https://potryasovgame.ru/page113839636.html
Elementary Match 420,Поплавочные,Elementary,Матч,,5,35,"4,2",3,5,Быстрый,,,,,"19,5",20,2025,,match_10074_420,/uploads/rods/match_10074_420.png,https://potryasovgame.ru/page113839636.html
Elementary Match 390,Поплавочные,Elementary,Матч,,5,35,"3,9",3,5,Быстрый,,,,,"19,5",20,1970,,match_10074_390,/uploads/rods/match_10074_390.png,https://potryasovgame.ru/page113839636.html
Ethnic Match 420H,Поплавочные,Ethnic,Матч,,12,45,"4,2",4,6,Средний,,,,,20,20,2117,,match_10102_420H,/uploads/rods/match_10102_420H.png,https://potryasovgame.ru/page113839636.html
Ethnic Match 380MH,Поплавочные,Ethnic,Матч,,6,30,"3,8",4,5,Средний,,,,,18,20,2008,,match_10102_380MH,/uploads/rods/match_10102_380MH.png,https://potryasovgame.ru/page113839636.html
Ethnic Match 340MH,Поплавочные,Ethnic,Матч,,6,30,"3,4",4,5,Средний,,,,,18,20,1898,,match_10102_340MH,/uploads/rods/match_10102_340MH.png,https://potryasovgame.ru/page113839636.html
Model One Match M140XH,Поплавочные,Model,Матч,,24,245,"4,2",3,8,Быстрый,,,,,"16,9",18,1630,,match_10028_M140XH,/uploads/rods/match_10028_M140XH.png,https://potryasovgame.ru/page113839636.html
Model One Match M140MH,Поплавочные,Model,Матч,,7,35,"4,2",5,5,Средний,,,,,"16,2",18,1581,,match_10028_M140MH,/uploads/rods/match_10028_M140MH.png,https://potryasovgame.ru/page113839636.html
Sport Match 4.4,Поплавочные,Sport,Матч,ML,3,14,"4,4",4,8,Быстрый,25%,,,,14,14,1370,,match_10118_4_4,/uploads/rods/match_10118_4_4.png,https://potryasovgame.ru/page113839636.html
Sport Match 3.9,Поплавочные,Sport,Матч,ML,3,14,"3,9",4,8,Быстрый,25%,,,,14,14,1348,,match_10118_3_9,/uploads/rods/match_10118_3_9.png,https://potryasovgame.ru/page113839636.html
Sport Match 3.6,Поплавочные,Sport,Матч,ML,3,14,"3,6",4,8,Быстрый,25%,,,,14,14,1304,,match_10118_3_6,/uploads/rods/match_10118_3_6.png,https://potryasovgame.ru/page113839636.html
Sport Match 3.3,Поплавочные,Sport,Матч,ML,3,14,"3,3",4,8,Быстрый,25%,,,,14,14,1261,,match_10118_3_3,/uploads/rods/match_10118_3_3.png,https://potryasovgame.ru/page113839636.html
Katapulta 4.2,Поплавочные,Katapulta,Матч,,25,275,"4,2",1,6,Медленный,,,,,16,14,1153,,match_10117_4_2,/uploads/rods/match_10117_4_2.png,https://potryasovgame.ru/page113839636.html
Fortuna Match M140MH,Поплавочные,Fortuna,Матч,,7,32,"4,2",3,4,Средний,,,,,"16,7",16,1211,,match_10027_M140MH,/uploads/rods/match_10027_M140MH.png,https://potryasovgame.ru/page113839636.html
Fortuna Match M130ML,Поплавочные,Fortuna,Матч,ML,5,18,"3,9",3,5,Быстрый,25%,,,,13,16,1147,,match_10027_M130ML,/uploads/rods/match_10027_M130ML.png,https://potryasovgame.ru/page113839636.html
Karelia Match 380MH,Поплавочные,Karelia,Матч,,7,35,"3,8",4,5,Средний,,,,,14,12,999,,match_10101_380MH,/uploads/rods/match_10101_380MH.png,https://potryasovgame.ru/page113839636.html
Karelia Match 360M,Поплавочные,Karelia,Матч,,5,30,"3,6",4,5,Средний,,,,,13,12,979,,match_10101_360M,/uploads/rods/match_10101_360M.png,https://potryasovgame.ru/page113839636.html
Karelia Match 320M,Поплавочные,Karelia,Матч,,5,30,"3,2",4,5,Средний,,,,,13,12,950,,match_10101_320M,/uploads/rods/match_10101_320M.png,https://potryasovgame.ru/page113839636.html
Vertigo Match M150MH,Поплавочные,Vertigo,Матч,,7,35,"4,5",4,5,Средний,,,,,"12,6",8,917,,match_10025_M150MH,/uploads/rods/match_10025_M150MH.png,https://potryasovgame.ru/page113839636.html
Vertigo Match M140H,Поплавочные,Vertigo,Матч,,10,40,"4,2",4,5,Быстрый,,,,,"12,4",8,895,,match_10025_M140H,/uploads/rods/match_10025_M140H.png,https://potryasovgame.ru/page113839636.html
Vertigo Match M140H,Поплавочные,Vertigo,Матч,,10,40,"3,9",4,5,Быстрый,,,,,"12,4",8,895,,match_10025_M140H,/uploads/rods/match_10025_M140H.png,https://potryasovgame.ru/page113839636.html
Genius Match M150M,Поплавочные,Genius,Матч,,5,25,"4,5",4,5,Средний,,,,,"8,7",10,819,,match_10026_M150M,/uploads/rods/match_10026_M150M.png,https://potryasovgame.ru/page113839636.html
Genius Match M110M,Поплавочные,Genius,Матч,,5,25,"3,5",4,5,Средний,,,,,"8,7",10,778,,match_10026_M110M,/uploads/rods/match_10026_M110M.png,https://potryasovgame.ru/page113839636.html
Akkord Match 4.2,Поплавочные,Akkord,Матч,,5,25,"4,2",0,3,Средний,,,,,9,8,755,,match_10116_4_2,/uploads/rods/match_10116_4_2.png,https://potryasovgame.ru/page113839636.html
Akkord Match 3.9,Поплавочные,Akkord,Матч,,5,25,"3,9",0,3,Средний,,,,,9,8,735,,match_10116_3_9,/uploads/rods/match_10116_3_9.png,https://potryasovgame.ru/page113839636.html
Akkord Match 3.6,Поплавочные,Akkord,Матч,,5,25,"3,6",0,3,Средний,,,,,9,8,715,,match_10116_3_6,/uploads/rods/match_10116_3_6.png,https://potryasovgame.ru/page113839636.html
Harp Match HM20,Поплавочные,Harp,Матч,,7,40,6,5,6,Средний,,,,,"4,6",7,395,,match_10051_HM20,/uploads/rods/match_10051_HM20.png,https://potryasovgame.ru/page113839636.html
Harp Match HM16,Поплавочные,Harp,Матч,,7,40,"4,8",5,6,Средний,,,,,"4,6",7,374,,match_10051_HM16,/uploads/rods/match_10051_HM16.png,https://potryasovgame.ru/page113839636.html
Harp Match HM12,Поплавочные,Harp,Матч,,15,45,"3,6",4,7,Быстрый,,,,,"6,1",7,355,,match_10051_HM12,/uploads/rods/match_10051_HM12.png,https://potryasovgame.ru/page113839636.html
Ranger Match RM16,Поплавочные,Ranger,Матч,,10,40,"4,8",3,7,Быстрый,,,,,"4,4",1,67,,match_10041_RM16,/uploads/rods/match_10041_RM16.png,https://potryasovgame.ru/page113839636.html
Ranger Match RM13,Поплавочные,Ranger,Матч,,10,40,"3,9",3,7,Быстрый,,,,,"4,4",1,48,,match_10041_RM13,/uploads/rods/match_10041_RM13.png,https://potryasovgame.ru/page113839636.html
Royal FM130XXH,Доночные,Royal,Фидер,,50,150,"3,9",,9,Быстрый,,,10%,,"30,7",28,5664,,feeder_10091_FM130XXH,/uploads/rods/feeder_10091_FM130XXH.png,https://potryasovgame.ru/page113839786.html
Royal FM130XH,Доночные,Royal,Фидер,,35,130,"3,9",,8,Средний,,,10%,,"33,8",28,5547,,feeder_10091_FM130XH,/uploads/rods/feeder_10091_FM130XH.png,https://potryasovgame.ru/page113839786.html
Royal FM120H,Доночные,Royal,Фидер,,20,100,"3,6",,8,Средний,,,10%,,"33,2",28,5302,,feeder_10091_FM120H,/uploads/rods/feeder_10091_FM120H.png,https://potryasovgame.ru/page113839786.html
Blackwood FSL140XH,Доночные,Blackwood,Фидер,,30,140,"4,2",,8,Медленный,,,,10%,"25,5",26,4734,,feeder_10090_FSL140XH,/uploads/rods/feeder_10090_FSL140XH.png,https://potryasovgame.ru/page113839786.html
Blackwood FSL130H,Доночные,Blackwood,Фидер,,20,90,"3,9",,8,Медленный,,,,10%,"24,1",26,4377,,feeder_10090_FSL130H,/uploads/rods/feeder_10090_FSL130H.png,https://potryasovgame.ru/page113839786.html
Bunessan FF140H,Доночные,Bunessan,Фидер,,20,60,"4,2",,9,Быстрый,,Простые +2,,,"14,8",24,3193,,feeder_10089_FF140H,/uploads/rods/feeder_10089_FF140H.png,https://potryasovgame.ru/page113839786.html
Bunessan FF130H,Доночные,Bunessan,Фидер,,30,95,"3,9",,9,Быстрый,,Простые +2,,,16,24,3125,,feeder_10089_FF130H,/uploads/rods/feeder_10089_FF130H.png,https://potryasovgame.ru/page113839786.html
Bunessan FF120H,Доночные,Bunessan,Фидер,,20,60,"3,6",,9,Быстрый,,Простые +2,,,"14,8",24,3013,,feeder_10089_FF120H,/uploads/rods/feeder_10089_FF120H.png,https://potryasovgame.ru/page113839786.html
Coldstream FM140H,Доночные,Coldstream,Фидер,,25,120,"4,2",,6,Средний,,,,,"35,8",22,2732,,feeder_10088_FM140H,/uploads/rods/feeder_10088_FM140H.png,https://potryasovgame.ru/page113839786.html
Coldstream FM130H,Доночные,Coldstream,Фидер,,25,120,"3,9",,6,Средний,,,,,"35,8",22,2553,,feeder_10088_FM130H,/uploads/rods/feeder_10088_FM130H.png,https://potryasovgame.ru/page113839786.html
Coldstream FM120MH,Доночные,Coldstream,Фидер,,16,80,"3,6",,6,Средний,,,,,"33,3",22,2453,,feeder_10088_FM120MH,/uploads/rods/feeder_10088_FM120MH.png,https://potryasovgame.ru/page113839786.html
Wingate FF130XH,Доночные,Wingate,Фидер,,40,160,"3,9",,6,Быстрый,,Удилище +1,,,"33,7",20,2031,,feeder_10087_FF130XH,/uploads/rods/feeder_10087_FF130XH.png,https://potryasovgame.ru/page113839786.html
Wingate FF120H,Доночные,Wingate,Фидер,,30,120,"3,6",,6,Быстрый,,Удилище +1,,,33,20,1964,,feeder_10087_FF120H,/uploads/rods/feeder_10087_FF120H.png,https://potryasovgame.ru/page113839786.html
Wingate FF110H,Доночные,Wingate,Фидер,,25,100,"3,3",,6,Быстрый,,Удилище +1,,,"32,3",20,1911,,feeder_10087_FF110H,/uploads/rods/feeder_10087_FF110H.png,https://potryasovgame.ru/page113839786.html
Model One FD450XH,Доночные,Model,Фидер,,30,140,"4,5",,5,Средний,,,,,"29,7",16,1459,,feeder_10051_FD450XH,/uploads/rods/feeder_10051_FD450XH.png,https://potryasovgame.ru/page113839786.html
Model One FD420H,Доночные,Model,Фидер,,25,115,"4,2",,5,Средний,,,,,"29,3",16,1389,,feeder_10051_FD420H,/uploads/rods/feeder_10051_FD420H.png,https://potryasovgame.ru/page113839786.html
Model One FD390M,Доночные,Model,Фидер,,18,85,"3,9",,5,Средний,,,,,"27,9",16,1343,,feeder_10051_FD390M,/uploads/rods/feeder_10051_FD390M.png,https://potryasovgame.ru/page113839786.html
Model One FD360M,Доночные,Model,Фидер,,14,65,"3,6",,4,Средний,,,,,"27,5",16,1298,,feeder_10051_FD360M,/uploads/rods/feeder_10051_FD360M.png,https://potryasovgame.ru/page113839786.html
Model Two FD420H,Доночные,Model,Фидер,,30,150,"4,2",,5,Средний,,,,,"26,2",15,918,,feeder_10050_FD420H,/uploads/rods/feeder_10050_FD420H.png,https://potryasovgame.ru/page113839786.html
Model Two FD390XH,Доночные,Model,Фидер,,30,120,"3,9",,5,Быстрый,,,,,26,15,884,,feeder_10050_FD390XH,/uploads/rods/feeder_10050_FD390XH.png,https://potryasovgame.ru/page113839786.html
Model Two FD360MH,Доночные,Model,Фидер,,18,95,"3,6",,5,Средний,,,,,"25,9",15,868,,feeder_10050_FD360MH,/uploads/rods/feeder_10050_FD360MH.png,https://potryasovgame.ru/page113839786.html
Mechta FD440,Доночные,Mechta,Фидер,,45,160,"4,4",,7,Быстрый,,,,,25,14,849,,feeder_10128_FD440,/uploads/rods/feeder_10128_FD440.png,https://potryasovgame.ru/page113839786.html
Mechta FD420,Доночные,Mechta,Фидер,,35,120,"4,2",,7,Быстрый,,,,,25,14,839,,feeder_10128_FD420,/uploads/rods/feeder_10128_FD420.png,https://potryasovgame.ru/page113839786.html
Model Two FD360M,Доночные,Model,Фидер,,15,70,"3,6",,4,Средний,,,,,"23,9",15,835,,feeder_10050_FD360M,/uploads/rods/feeder_10050_FD360M.png,https://potryasovgame.ru/page113839786.html
Mechta FD390,Доночные,Mechta,Фидер,,30,100,"3,9",,6,Быстрый,,,,,25,14,819,,feeder_10128_FD390,/uploads/rods/feeder_10128_FD390.png,https://potryasovgame.ru/page113839786.html
Рязанка СКФ,Доночные,Рязанка,Фидер,,25,100,"3,8",,6,Средний,,,,,"26,1",15,800,,feeder_10171,/uploads/rods/feeder_10171.png,https://potryasovgame.ru/page113839786.html
Mechta FD360,Доночные,Mechta,Фидер,,25,90,"3,6",,6,Быстрый,,,,,25,14,799,,feeder_10128_FD360,/uploads/rods/feeder_10128_FD360.png,https://potryasovgame.ru/page113839786.html
Sentense FD340MH,Доночные,Sentense,Фидер,,15,80,"3,4",,4,Средний,,,,,"24,7",13,757,,feeder_10049_FD340MH,/uploads/rods/feeder_10049_FD340MH.png,https://potryasovgame.ru/page113839786.html
Impuls FD450,Доночные,Impuls,Фидер,,30,140,"4,5",,6,Средний,,,,,21,12,639,,feeder_10127_FD450,/uploads/rods/feeder_10127_FD450.png,https://potryasovgame.ru/page113839786.html
Impuls FD390,Доночные,Impuls,Фидер,,25,120,"3,9",,6,Средний,,,,,21,12,619,,feeder_10127_FD390,/uploads/rods/feeder_10127_FD390.png,https://potryasovgame.ru/page113839786.html
